shipment_id,order_id,carrier,ship_mode,origin_country,destination_country,dispatch_date,estimated_arrival,actual_arrival,freight_cost,weight_kg,delivery_status,delay_days
SHIP02136,ORD02428,Nippon Express,Sea,Vietnam,Mexico,2023-12-06,2023-12-22,2023-12-22,290.3,162.36,Delivered,0.0
SHIP02137,ORD02878,Nippon Express,Sea,Vietnam,Saudi Arabia,2024-12-08,2024-12-30,2025-01-19,302.12,196.23,Delayed,20.0
SHIP02138,ORD01709,Blue Dart,Sea,Malaysia,Australia,2022-08-29,2022-09-26,,228.2,102.5,In Transit,
SHIP02139,ORD03099,Maersk,Sea,Vietnam,Mexico,2022-08-04,2022-09-18,,232.15,101.19,In Transit,
SHIP02140,ORD03029,Blue Dart,Air,China,Saudi Arabia,2024-09-29,2024-10-03,,32392.33,5239.31,In Transit,
SHIP02141,ORD01835,DHL,Air,India,Australia,2024-01-06,2024-01-10,2024-01-10,2780.93,458.34,Delivered,0.0
SHIP02142,ORD02588,Blue Dart,Sea,Vietnam,USA,2023-02-22,2023-04-02,2023-04-02,1344.81,1638.07,Delivered,0.0
SHIP02143,ORD00162,FedEx,Air,Malaysia,Saudi Arabia,2024-03-10,2024-03-14,2024-03-14,40464.15,6806.5,Delivered,0.0
SHIP02144,ORD04891,DHL,Sea,China,Saudi Arabia,2024-07-13,2024-08-12,2024-08-12,225.78,99.98,Delivered,0.0
SHIP02145,ORD03855,Maersk,Sea,Vietnam,Japan,2024-01-04,2024-02-02,,311.25,192.71,In Transit,
SHIP02146,ORD00517,Maersk,Sea,Malaysia,Canada,2022-12-06,2022-12-27,2023-01-06,2619.15,3315.93,Delivered,10.0
SHIP02147,ORD03392,FedEx,Sea,India,Singapore,2022-10-08,2022-11-03,2022-11-03,186.67,48.17,Delivered,0.0
SHIP02148,ORD02361,FedEx,Air,India,Australia,2022-01-15,2022-01-20,2022-01-20,617.91,80.07,Delivered,0.0
SHIP02149,ORD04847,Nippon Express,Sea,Vietnam,Mexico,2024-02-02,2024-02-17,,296.34,185.26,In Transit,
SHIP02150,ORD04992,Blue Dart,Air,India,Japan,2023-09-10,2023-09-15,2023-09-15,25011.33,4226.38,Delivered,0.0
SHIP02151,ORD01522,Maersk,Air,India,Australia,2022-05-19,2022-05-26,2022-05-26,6330.93,1016.09,Delivered,0.0
SHIP02152,ORD02346,Nippon Express,Air,Vietnam,Australia,2022-09-28,2022-10-03,2022-10-17,1574.35,242.63,Delayed,14.0
SHIP02153,ORD03728,Maersk,Sea,India,Thailand,2024-05-28,2024-06-12,2024-06-20,1004.84,1140.36,Delivered,8.0
SHIP02154,ORD01109,DHL,Air,India,Saudi Arabia,2023-05-29,2023-06-04,2023-06-04,1366.06,183.77,Delivered,0.0
SHIP02155,ORD02988,DB Schenker,Sea,India,Netherlands,2024-02-10,2024-03-07,,737.6,748.49,In Transit,
SHIP02156,ORD03361,Nippon Express,Air,Malaysia,France,2023-12-06,2023-12-10,2023-12-10,6333.15,985.68,Delivered,0.0
SHIP02157,ORD04264,Nippon Express,Road,India,Thailand,2022-07-22,2022-07-28,2022-07-28,8723.16,3602.72,Delivered,0.0
SHIP02158,ORD02044,Nippon Express,Sea,India,UK,2022-10-23,2022-11-22,2022-11-22,2875.77,3374.19,Delivered,0.0
SHIP02159,ORD04584,Blue Dart,Sea,Vietnam,Mexico,2022-11-01,2022-11-20,,175.77,35.15,In Transit,
SHIP02160,ORD00540,DB Schenker,Sea,China,France,2023-08-28,2023-09-24,,187.39,47.27,In Transit,
SHIP02161,ORD01694,DB Schenker,Air,Malaysia,Australia,2023-02-22,2023-02-27,2023-03-11,4534.43,667.76,Delivered,12.0
SHIP02162,ORD00430,FedEx,Sea,Vietnam,Mexico,2024-06-14,2024-07-03,2024-07-03,2236.21,2571.65,Delivered,0.0
SHIP02163,ORD00846,Maersk,Air,China,Australia,2024-02-23,2024-02-26,2024-02-26,209.81,21.56,Delivered,0.0
SHIP02164,ORD03163,DHL,Sea,Vietnam,Japan,2022-05-18,2022-06-16,2022-06-24,559.44,468.44,Delivered,8.0
SHIP02165,ORD04962,Nippon Express,Sea,Vietnam,Japan,2024-06-16,2024-07-23,,167.26,23.67,In Transit,
SHIP02166,ORD04872,FedEx,Air,China,Australia,2024-11-22,2024-11-26,2024-12-06,12980.65,2090.09,Delivered,10.0
SHIP02167,ORD00555,Nippon Express,Sea,China,Canada,2024-07-09,2024-08-13,,564.06,479.26,In Transit,
SHIP02168,ORD02849,Maersk,Sea,Vietnam,Germany,2024-04-04,2024-05-14,2024-06-12,437.52,334.51,Delayed,29.0
SHIP02169,ORD00826,DB Schenker,Sea,China,UAE,2023-05-19,2023-06-16,2023-06-16,703.62,766.17,Delivered,0.0
SHIP02170,ORD02479,Blue Dart,Air,Vietnam,South Korea,2023-10-19,2023-10-23,2023-10-23,6427.92,964.7,Delivered,0.0
SHIP02171,ORD02355,Maersk,Air,Vietnam,Singapore,2023-03-14,2023-03-19,2023-03-19,13492.58,2143.94,Delivered,0.0
SHIP02172,ORD02461,Maersk,Road,Malaysia,Singapore,2024-09-27,2024-09-30,2024-09-30,1313.88,575.52,Delivered,0.0
SHIP02173,ORD02064,Maersk,Air,India,Thailand,2024-05-17,2024-05-22,2024-05-22,307.95,40.41,Delivered,0.0
SHIP02174,ORD01348,FedEx,Air,China,France,2023-03-16,2023-03-23,2023-03-23,7345.05,1076.48,Delivered,0.0
SHIP02175,ORD01004,Maersk,Air,Vietnam,Japan,2024-11-23,2024-11-30,2024-11-30,10624.25,1682.0,Delivered,0.0
SHIP02176,ORD04243,Maersk,Air,China,France,2024-06-16,2024-06-20,,1080.36,152.64,In Transit,
SHIP02177,ORD03691,Maersk,Sea,Vietnam,Netherlands,2023-03-13,2023-04-11,2023-04-11,363.71,291.93,Delivered,0.0
SHIP02178,ORD00679,DHL,Sea,Vietnam,Germany,2023-07-20,2023-08-17,2023-08-17,7025.46,7866.09,Delivered,0.0
SHIP02179,ORD00542,FedEx,Sea,Vietnam,Singapore,2024-04-25,2024-05-29,2024-05-29,298.56,195.34,Delivered,0.0
SHIP02180,ORD01052,FedEx,Sea,China,Mexico,2022-05-24,2022-06-14,2022-06-14,553.03,513.26,Delivered,0.0
SHIP02181,ORD01775,DHL,Road,China,Singapore,2023-11-30,2023-12-04,2023-12-04,1963.98,895.87,Delivered,0.0
SHIP02182,ORD00067,FedEx,Air,Vietnam,UK,2024-10-21,2024-10-24,,2443.79,359.83,In Transit,
SHIP02183,ORD03648,Nippon Express,Air,Vietnam,Netherlands,2023-05-02,2023-05-08,2023-05-21,20111.63,3348.68,Delivered,13.0
SHIP02184,ORD04666,FedEx,Air,China,South Korea,2023-04-20,2023-04-26,2023-05-04,1824.09,280.73,Delivered,8.0
SHIP02185,ORD00995,FedEx,Sea,China,Japan,2022-08-19,2022-09-22,,1269.71,1300.61,In Transit,
SHIP02186,ORD04605,Maersk,Sea,Malaysia,India,2024-11-18,2024-12-31,2025-01-17,204.31,69.31,Delayed,17.0
SHIP02187,ORD02884,DHL,Air,Vietnam,Mexico,2023-09-24,2023-09-27,2023-09-27,2815.49,447.4,Delivered,0.0
SHIP02188,ORD03398,DB Schenker,Air,China,Thailand,2024-04-25,2024-05-02,2024-05-02,54269.63,7717.76,Delivered,0.0
SHIP02189,ORD00001,Blue Dart,Sea,Malaysia,Indonesia,2024-01-15,2024-02-16,,153.84,4.72,In Transit,
SHIP02190,ORD01240,Maersk,Air,China,Saudi Arabia,2022-04-08,2022-04-12,2022-04-22,996.51,146.53,Delivered,10.0
SHIP02191,ORD03344,Nippon Express,Air,Vietnam,India,2023-09-01,2023-09-05,,1210.92,162.8,In Transit,
SHIP02192,ORD04466,FedEx,Sea,China,Germany,2023-07-26,2023-08-11,,2268.92,2547.66,In Transit,
SHIP02193,ORD01561,Maersk,Sea,China,France,2024-05-06,2024-05-25,2024-06-01,1603.74,1757.57,Delivered,7.0
SHIP02194,ORD00393,DB Schenker,Sea,Malaysia,Australia,2024-12-10,2024-12-28,2024-12-28,192.35,54.83,Delivered,0.0
SHIP02195,ORD00199,Nippon Express,Sea,Malaysia,France,2023-10-03,2023-11-03,2023-11-17,183.11,40.9,Delayed,14.0
SHIP02196,ORD04647,FedEx,Sea,Malaysia,UAE,2022-01-26,2022-02-20,,859.63,892.46,Lost,
SHIP02197,ORD04055,FedEx,Sea,India,USA,2022-06-27,2022-07-17,,709.6,713.9,In Transit,
SHIP02198,ORD00643,DB Schenker,Sea,India,Australia,2023-06-05,2023-06-22,2023-06-22,632.82,669.6,Delivered,0.0
SHIP02199,ORD00515,Blue Dart,Road,China,India,2024-02-10,2024-02-20,,14161.36,6694.61,In Transit,
SHIP02200,ORD03399,DB Schenker,Air,India,Saudi Arabia,2022-07-23,2022-07-27,,403.91,48.28,In Transit,
SHIP02201,ORD01487,DB Schenker,Sea,Vietnam,USA,2024-12-10,2025-01-17,2025-01-17,264.42,135.43,Delivered,0.0
SHIP02202,ORD03287,Nippon Express,Sea,China,South Korea,2022-05-09,2022-06-14,2022-06-14,553.38,492.89,Delivered,0.0
SHIP02203,ORD03962,Blue Dart,Sea,China,France,2024-01-09,2024-01-28,2024-02-03,2068.45,2438.62,Delayed,6.0
SHIP02204,ORD04229,Nippon Express,Sea,China,Thailand,2022-01-31,2022-02-24,2022-02-24,3597.44,4707.65,Delivered,0.0
SHIP02205,ORD01363,Maersk,Sea,Vietnam,USA,2022-09-20,2022-10-10,2022-10-10,589.46,537.56,Delivered,0.0
SHIP02206,ORD02007,DB Schenker,Air,China,Thailand,2023-10-08,2023-10-15,2023-10-25,90.09,4.85,Delivered,10.0
SHIP02207,ORD04636,FedEx,Sea,Vietnam,Netherlands,2024-01-18,2024-02-07,2024-02-07,913.45,940.0,Delivered,0.0
SHIP02208,ORD04105,DHL,Rail,Vietnam,Thailand,2024-03-22,2024-04-01,2024-04-01,320.77,147.34,Delivered,0.0
SHIP02209,ORD02047,FedEx,Sea,Vietnam,UAE,2023-09-24,2023-10-09,2023-10-25,207.42,67.89,Delayed,16.0
SHIP02210,ORD02485,DB Schenker,Air,India,Canada,2023-09-20,2023-09-24,,27472.22,3861.57,In Transit,
SHIP02211,ORD01768,FedEx,Sea,China,India,2023-05-14,2023-06-13,2023-06-24,155.16,6.04,Delivered,11.0
SHIP02212,ORD02319,Maersk,Air,China,Mexico,2023-02-03,2023-02-06,,3862.05,637.51,In Transit,
SHIP02213,ORD04719,DB Schenker,Air,Vietnam,France,2022-11-23,2022-11-29,2022-11-29,7581.81,1258.68,Delivered,0.0
SHIP02214,ORD04469,Nippon Express,Air,China,Indonesia,2023-06-16,2023-06-21,,11781.74,1741.63,In Transit,
SHIP02215,ORD00495,DHL,Sea,Vietnam,South Korea,2023-03-25,2023-04-22,2023-04-22,296.75,177.88,Delivered,0.0
SHIP02216,ORD01510,DB Schenker,Sea,Malaysia,Canada,2024-03-21,2024-04-19,2024-05-14,592.84,567.18,Delayed,25.0
SHIP02217,ORD02807,FedEx,Air,Malaysia,Canada,2022-05-25,2022-05-29,2022-06-06,8376.59,1404.9,Delivered,8.0
SHIP02218,ORD02674,Blue Dart,Rail,China,India,2022-10-22,2022-11-03,,1579.28,958.54,In Transit,
SHIP02219,ORD04210,FedEx,Sea,India,UK,2024-11-10,2024-12-25,2024-12-25,390.49,326.4,Delivered,0.0
SHIP02220,ORD01246,DB Schenker,Sea,China,Saudi Arabia,2024-07-12,2024-08-22,2024-08-27,3225.4,3742.89,Delayed,5.0
SHIP02221,ORD00723,Blue Dart,Air,Malaysia,UK,2024-06-14,2024-06-17,2024-06-24,548.67,82.65,Delivered,7.0
SHIP02222,ORD02618,Nippon Express,Sea,India,UAE,2022-03-11,2022-04-16,2022-04-18,195.02,60.1,Delivered,2.0
SHIP02223,ORD02396,Nippon Express,Sea,Malaysia,Australia,2024-10-12,2024-11-02,2024-11-02,846.53,860.93,Delivered,0.0
SHIP02224,ORD04119,DB Schenker,Sea,China,Mexico,2022-12-02,2022-12-30,2022-12-30,269.46,146.48,Delivered,0.0
SHIP02225,ORD00472,FedEx,Sea,China,Netherlands,2022-12-31,2023-01-31,,979.45,1002.33,In Transit,
SHIP02226,ORD04084,FedEx,Sea,Vietnam,South Korea,2025-01-01,2025-01-26,2025-01-26,318.83,228.86,Delivered,0.0
SHIP02227,ORD01530,Nippon Express,Sea,China,South Korea,2022-11-23,2023-01-04,2023-01-04,1116.25,1221.35,Delivered,0.0
SHIP02228,ORD00587,Blue Dart,Air,China,USA,2022-06-09,2022-06-12,2022-06-15,164.7,17.38,Delivered,3.0
SHIP02229,ORD03087,FedEx,Air,China,UK,2022-04-24,2022-05-01,2022-05-04,23821.49,3362.2,Delayed,3.0
SHIP02230,ORD00390,DHL,Air,India,Bangladesh,2022-12-16,2022-12-19,,11620.2,1667.02,Lost,
SHIP02231,ORD02039,DHL,Sea,Vietnam,Japan,2024-11-22,2024-12-07,,5017.95,6007.12,In Transit,
SHIP02232,ORD04127,DHL,Sea,China,Singapore,2024-10-21,2024-11-17,2024-11-19,177.86,35.32,Delivered,2.0
SHIP02233,ORD00779,DHL,Sea,Malaysia,Australia,2022-10-28,2022-12-03,2022-12-04,204.85,71.05,Delayed,1.0
SHIP02234,ORD03908,Maersk,Sea,Malaysia,India,2023-07-03,2023-07-26,2023-07-26,6629.86,7661.96,Delivered,0.0
SHIP02235,ORD00975,DHL,Air,India,France,2023-10-02,2023-10-08,2023-11-05,835.86,119.13,Delayed,28.0
SHIP02236,ORD00880,Maersk,Sea,China,UK,2024-01-20,2024-02-24,2024-02-24,2463.16,3204.08,Delivered,0.0
SHIP02237,ORD04888,FedEx,Sea,India,Saudi Arabia,2023-11-01,2023-12-10,,263.87,140.36,In Transit,
SHIP02238,ORD03854,Blue Dart,Sea,Malaysia,Japan,2023-03-14,2023-04-02,2023-04-11,792.64,749.76,Delivered,9.0
SHIP02239,ORD03096,Nippon Express,Sea,Vietnam,Australia,2024-11-13,2024-12-06,2024-12-06,228.16,95.66,Delivered,0.0
SHIP02240,ORD03927,Blue Dart,Rail,Vietnam,Thailand,2022-12-13,2022-12-20,2022-12-27,1963.71,1373.81,Delivered,7.0
SHIP02241,ORD01093,DHL,Sea,China,Indonesia,2023-12-15,2024-01-24,2024-01-24,2640.33,3057.6,Delivered,0.0
SHIP02242,ORD02671,DHL,Sea,India,Netherlands,2023-09-20,2023-10-13,2023-10-13,208.57,69.73,Delivered,0.0
SHIP02243,ORD03738,DHL,Air,Vietnam,Australia,2023-05-21,2023-05-25,,65.52,0.81,In Transit,
SHIP02244,ORD02142,Blue Dart,Sea,China,Singapore,2022-09-22,2022-10-15,,1306.74,1434.0,In Transit,
SHIP02245,ORD03686,Maersk,Sea,China,Japan,2023-02-04,2023-02-24,2023-02-24,2006.34,2208.69,Delivered,0.0
SHIP02246,ORD03632,DHL,Sea,India,Netherlands,2024-07-22,2024-08-28,2024-08-31,152.48,3.35,Delivered,3.0
SHIP02247,ORD00250,Maersk,Sea,Vietnam,Indonesia,2022-11-14,2022-12-20,2022-12-20,1623.25,1933.8,Delivered,0.0
SHIP02248,ORD03891,DHL,Sea,India,Italy,2022-10-02,2022-11-05,,675.31,694.55,In Transit,
SHIP02249,ORD03523,Blue Dart,Air,Malaysia,Saudi Arabia,2022-12-17,2022-12-22,2023-01-01,225.9,26.32,Delivered,10.0
SHIP02250,ORD03474,Nippon Express,Sea,Vietnam,USA,2022-05-14,2022-05-30,2022-05-30,2188.79,2480.66,Delivered,0.0
SHIP02251,ORD03571,DHL,Sea,India,USA,2023-04-07,2023-04-24,2023-04-24,389.16,298.11,Delivered,0.0
SHIP02252,ORD00028,Maersk,Air,Vietnam,Japan,2022-06-27,2022-07-02,2022-07-02,9990.7,1537.94,Delivered,0.0
SHIP02253,ORD03102,Nippon Express,Air,China,USA,2022-12-25,2022-12-31,2022-12-31,559.52,75.88,Delivered,0.0
SHIP02254,ORD04553,FedEx,Sea,China,Japan,2023-06-13,2023-07-25,2023-07-25,163.49,17.2,Delivered,0.0
SHIP02255,ORD01473,FedEx,Sea,Vietnam,Canada,2024-08-14,2024-09-17,,874.75,828.89,In Transit,
SHIP02256,ORD02852,Nippon Express,Sea,China,Australia,2023-01-19,2023-02-05,2023-02-23,6611.95,8948.4,Delayed,18.0
SHIP02257,ORD03577,FedEx,Sea,Malaysia,Germany,2023-09-11,2023-10-04,,778.38,816.76,In Transit,
SHIP02258,ORD00062,Nippon Express,Sea,Malaysia,Saudi Arabia,2022-01-16,2022-02-12,2022-02-20,1327.83,1341.96,Delivered,8.0
SHIP02259,ORD01210,DHL,Sea,China,Germany,2022-02-02,2022-03-08,2022-03-24,1769.66,1866.4,Delayed,16.0
SHIP02260,ORD00582,FedEx,Air,Vietnam,Canada,2023-04-16,2023-04-20,2023-04-20,199.77,20.16,Delivered,0.0
SHIP02261,ORD03197,DB Schenker,Sea,Vietnam,Australia,2024-07-29,2024-08-29,,2458.27,3099.16,In Transit,
SHIP02262,ORD01862,DB Schenker,Sea,Malaysia,Saudi Arabia,2023-03-30,2023-04-25,2023-04-25,7692.28,8882.85,Delivered,0.0
SHIP02263,ORD01916,Nippon Express,Sea,China,South Korea,2023-11-09,2023-12-23,2024-01-04,152.96,4.03,Delayed,12.0
SHIP02264,ORD02496,DB Schenker,Air,Vietnam,USA,2022-03-29,2022-04-04,2022-04-10,496.48,73.34,Delivered,6.0
SHIP02265,ORD00470,Nippon Express,Sea,Malaysia,Saudi Arabia,2023-02-28,2023-04-13,2023-04-18,2580.55,3316.1,Delivered,5.0
SHIP02266,ORD01043,FedEx,Air,China,Germany,2024-03-09,2024-03-15,2024-03-15,2502.0,369.6,Delivered,0.0
SHIP02267,ORD03784,Nippon Express,Air,India,Saudi Arabia,2023-07-30,2023-08-06,2023-08-06,30858.73,4564.87,Delivered,0.0
SHIP02268,ORD02368,Blue Dart,Air,India,Germany,2023-06-12,2023-06-15,2023-06-21,10655.78,1713.73,Delayed,6.0
SHIP02269,ORD01752,Nippon Express,Sea,Malaysia,Netherlands,2024-02-13,2024-03-10,2024-04-02,2327.26,2640.77,Delayed,23.0
SHIP02270,ORD00553,DHL,Sea,China,Indonesia,2022-02-26,2022-03-21,,1843.51,2134.75,In Transit,
SHIP02271,ORD01203,Blue Dart,Air,India,Japan,2023-04-06,2023-04-09,2023-04-09,115.22,7.76,Delivered,0.0
SHIP02272,ORD02557,FedEx,Air,Malaysia,UK,2024-09-29,2024-10-04,2024-10-04,867.45,128.22,Delivered,0.0
SHIP02273,ORD00072,Nippon Express,Air,Malaysia,UAE,2024-04-09,2024-04-12,2024-04-12,573.45,76.2,Delivered,0.0
SHIP02274,ORD04827,FedEx,Sea,Vietnam,France,2022-07-16,2022-08-12,2022-08-12,2599.43,3307.96,Delivered,0.0
SHIP02275,ORD04843,DB Schenker,Sea,India,UK,2022-03-27,2022-04-23,2022-04-23,1446.93,1778.08,Delivered,0.0
SHIP02276,ORD01283,Nippon Express,Sea,China,Bangladesh,2024-10-06,2024-11-02,2024-11-02,219.15,84.32,Delivered,0.0
SHIP02277,ORD00145,DB Schenker,Sea,Vietnam,Indonesia,2022-08-13,2022-09-09,2022-09-09,1972.74,2396.55,Delivered,0.0
SHIP02278,ORD01519,DHL,Air,India,USA,2022-02-10,2022-02-16,2022-02-16,5960.84,838.26,Delivered,0.0
SHIP02279,ORD03142,DHL,Sea,China,Netherlands,2024-07-19,2024-08-11,2024-08-17,225.0,103.81,Delivered,6.0
SHIP02280,ORD00922,FedEx,Sea,Vietnam,Thailand,2023-06-06,2023-07-13,2023-07-13,591.58,507.18,Delivered,0.0
SHIP02281,ORD03248,DHL,Sea,China,France,2024-06-09,2024-07-20,2024-07-25,757.74,840.26,Delivered,5.0
SHIP02282,ORD04180,Nippon Express,Air,Vietnam,Netherlands,2024-12-15,2024-12-21,2025-01-06,49336.1,7363.59,Delayed,16.0
SHIP02283,ORD00282,FedEx,Sea,Malaysia,Saudi Arabia,2022-08-08,2022-09-22,2022-10-06,5003.26,5676.02,Delayed,14.0
SHIP02284,ORD02422,DB Schenker,Sea,Vietnam,Japan,2023-03-23,2023-04-30,2023-04-30,984.33,1057.73,Delivered,0.0
SHIP02285,ORD02032,Maersk,Sea,Malaysia,Germany,2024-06-08,2024-06-24,,1278.3,1366.62,Lost,
SHIP02286,ORD00442,DHL,Sea,India,Thailand,2024-02-24,2024-03-21,2024-03-21,1301.08,1500.77,Delivered,0.0
SHIP02287,ORD02841,Nippon Express,Air,Malaysia,USA,2024-12-20,2024-12-26,2024-12-26,928.08,134.5,Delivered,0.0
SHIP02288,ORD03855,DB Schenker,Sea,Vietnam,Japan,2024-01-04,2024-02-07,2024-02-18,294.09,192.71,Delayed,11.0
SHIP02289,ORD04704,Maersk,Sea,Vietnam,UK,2024-01-29,2024-02-16,,510.06,475.88,In Transit,
SHIP02290,ORD04832,FedEx,Rail,Malaysia,Thailand,2022-10-13,2022-10-22,2022-10-22,1645.82,967.58,Delivered,0.0
SHIP02291,ORD01559,Nippon Express,Air,India,France,2023-01-21,2023-01-28,,87.7,4.09,In Transit,
SHIP02292,ORD00605,Maersk,Sea,China,France,2023-09-23,2023-10-24,,4896.95,5553.74,In Transit,
SHIP02293,ORD04542,Nippon Express,Sea,China,India,2023-10-02,2023-10-22,2023-11-16,1476.7,1689.59,Delayed,25.0
SHIP02294,ORD02078,DB Schenker,Air,Vietnam,UAE,2022-05-10,2022-05-17,2022-05-27,474.8,68.95,Delayed,10.0
SHIP02295,ORD02640,DB Schenker,Air,Vietnam,Japan,2022-02-15,2022-02-20,2022-03-03,1416.99,192.85,Delayed,11.0
SHIP02296,ORD03585,DHL,Sea,China,France,2024-03-04,2024-03-21,2024-03-21,668.15,592.48,Delivered,0.0
SHIP02297,ORD03277,DB Schenker,Sea,China,Thailand,2022-09-10,2022-10-06,,4143.64,4663.74,In Transit,
SHIP02298,ORD04004,FedEx,Sea,Vietnam,Thailand,2023-02-12,2023-03-21,2023-04-07,519.02,455.53,Delayed,17.0
SHIP02299,ORD01281,FedEx,Sea,China,Netherlands,2022-02-01,2022-02-21,2022-02-21,764.33,767.74,Delivered,0.0
SHIP02300,ORD04502,Nippon Express,Air,Malaysia,Netherlands,2024-11-21,2024-11-27,,419.43,51.25,In Transit,
SHIP02301,ORD03941,FedEx,Road,India,Singapore,2022-04-02,2022-04-05,2022-04-05,5845.92,2686.45,Delivered,0.0
SHIP02302,ORD02013,DB Schenker,Air,Vietnam,Germany,2022-02-28,2022-03-06,,546.52,73.57,Lost,
SHIP02303,ORD03646,Maersk,Sea,Malaysia,Saudi Arabia,2023-10-21,2023-11-29,2023-11-29,1104.63,1214.12,Delivered,0.0
SHIP02304,ORD03664,FedEx,Sea,China,Australia,2022-03-05,2022-03-22,2022-03-22,151.25,1.7,Delivered,0.0
SHIP02305,ORD02604,DB Schenker,Air,Vietnam,Germany,2023-02-15,2023-02-18,2023-02-18,1323.99,180.52,Delivered,0.0
SHIP02306,ORD02057,Blue Dart,Sea,India,Canada,2024-03-06,2024-03-21,2024-03-21,6520.8,7624.68,Delivered,0.0
SHIP02307,ORD02070,DB Schenker,Sea,Malaysia,Canada,2024-07-02,2024-07-18,,425.95,347.42,In Transit,
SHIP02308,ORD00681,Nippon Express,Air,China,Singapore,2024-06-29,2024-07-05,2024-07-13,108009.69,17810.37,Delivered,8.0
SHIP02309,ORD00258,Nippon Express,Sea,China,Canada,2024-08-13,2024-09-09,2024-09-09,473.18,431.87,Delivered,0.0
SHIP02310,ORD04225,FedEx,Air,Vietnam,UK,2023-01-16,2023-01-20,2023-02-01,19116.65,2838.65,Delivered,12.0
SHIP02311,ORD01034,FedEx,Sea,China,UAE,2022-08-30,2022-09-23,,393.36,279.74,In Transit,
SHIP02312,ORD03683,DB Schenker,Sea,India,Japan,2024-12-22,2025-01-15,2025-01-15,1856.4,2163.94,Delivered,0.0
SHIP02313,ORD03672,FedEx,Sea,China,Netherlands,2022-10-21,2022-11-17,2022-12-11,4905.27,6010.48,Delayed,24.0
SHIP02314,ORD00178,Blue Dart,Sea,China,Bangladesh,2023-08-15,2023-09-19,2023-09-19,217.56,81.43,Delivered,0.0
SHIP02315,ORD00748,Maersk,Sea,China,Indonesia,2024-03-21,2024-04-06,2024-04-06,232.53,96.32,Delivered,0.0
SHIP02316,ORD03503,Blue Dart,Sea,Malaysia,Bangladesh,2023-03-25,2023-05-02,2023-05-02,176.56,31.3,Delivered,0.0
SHIP02317,ORD02734,DHL,Sea,Malaysia,UAE,2024-05-07,2024-05-27,,1160.74,1211.41,In Transit,
SHIP02318,ORD03786,DHL,Air,China,USA,2023-07-05,2023-07-10,2023-07-10,2535.47,400.12,Delivered,0.0
SHIP02319,ORD02964,DB Schenker,Sea,Malaysia,Mexico,2024-10-18,2024-11-19,2024-12-16,616.92,624.68,Delayed,27.0
SHIP02320,ORD00628,Blue Dart,Sea,Vietnam,Canada,2024-08-29,2024-09-26,,237.74,121.66,In Transit,
SHIP02321,ORD04812,DHL,Air,China,Australia,2024-10-29,2024-11-01,2024-11-01,7493.53,1045.44,Delivered,0.0
SHIP02322,ORD00188,DB Schenker,Air,India,UAE,2024-06-27,2024-06-30,2024-06-30,186.73,19.76,Delivered,0.0
SHIP02323,ORD00830,DB Schenker,Sea,Vietnam,USA,2023-08-19,2023-09-08,2023-09-08,159.43,12.54,Delivered,0.0
SHIP02324,ORD01757,Blue Dart,Sea,India,USA,2023-01-22,2023-02-28,,800.36,879.36,Lost,
SHIP02325,ORD01179,Maersk,Air,Vietnam,Mexico,2024-08-09,2024-08-16,2024-08-24,3679.26,598.78,Delivered,8.0
SHIP02326,ORD02013,Nippon Express,Air,Vietnam,Germany,2022-02-28,2022-03-03,2022-03-07,522.44,73.57,Delayed,4.0
SHIP02327,ORD02361,FedEx,Air,India,Australia,2022-01-15,2022-01-21,,617.78,80.07,In Transit,
SHIP02328,ORD03396,Maersk,Sea,Vietnam,USA,2024-03-04,2024-03-30,2024-03-30,974.19,941.66,Delivered,0.0
SHIP02329,ORD03783,Nippon Express,Air,Malaysia,UK,2022-09-12,2022-09-16,2022-09-20,69.89,1.52,Delivered,4.0
SHIP02330,ORD03385,DB Schenker,Sea,China,Italy,2024-08-23,2024-09-28,2024-09-28,283.03,172.55,Delivered,0.0
SHIP02331,ORD00043,Blue Dart,Sea,China,UK,2024-12-01,2024-12-27,,232.38,110.12,In Transit,
SHIP02332,ORD00524,Blue Dart,Sea,Vietnam,Australia,2024-07-22,2024-09-02,2024-09-25,170.9,27.29,Delayed,23.0
SHIP02333,ORD04187,Maersk,Sea,Vietnam,USA,2024-11-09,2024-12-07,2024-12-19,218.61,83.77,Delayed,12.0
SHIP02334,ORD04534,DB Schenker,Sea,China,India,2025-01-01,2025-02-10,2025-02-10,594.8,510.54,Delivered,0.0
SHIP02335,ORD03158,DHL,Sea,India,Germany,2022-03-23,2022-05-04,2022-05-04,2173.21,2533.51,Delivered,0.0
SHIP02336,ORD01610,Blue Dart,Sea,China,Thailand,2023-10-20,2023-12-04,2023-12-04,1585.79,1934.06,Delivered,0.0
SHIP02337,ORD02997,DB Schenker,Rail,Malaysia,Bangladesh,2024-05-04,2024-05-21,2024-05-23,147.31,41.2,Delayed,2.0
SHIP02338,ORD03924,DHL,Air,Vietnam,Bangladesh,2023-06-11,2023-06-17,2023-07-14,3640.33,504.15,Delayed,27.0
SHIP02339,ORD00288,DB Schenker,Sea,Vietnam,India,2022-09-09,2022-10-06,2022-10-22,1045.64,1037.55,Delayed,16.0
SHIP02340,ORD04308,Blue Dart,Sea,China,USA,2022-09-14,2022-10-25,,340.68,222.38,Lost,
SHIP02341,ORD03461,DB Schenker,Air,Vietnam,Mexico,2024-12-08,2024-12-12,2024-12-24,1131.29,156.15,Delivered,12.0
